country_region,province_state,date,confirmed,deaths,recovered,admin2
Colombia,Cordoba,2020-08-06,8046,789,3048,
Colombia,Cundinamarca,2020-08-06,10978,293,5713,
Colombia,Guainia,2020-08-06,14,1,13,
Colombia,Guaviare,2020-08-06,125,0,59,
Colombia,Huila,2020-08-06,1271,27,544,
Colombia,La Guajira,2020-08-06,2504,140,1496,
Colombia,Magdalena,2020-08-06,7731,411,4368,
Colombia,Meta,2020-08-06,3393,45,2053,
Colombia,Narino,2020-08-06,9006,299,5420,
Colombia,Norte de Santander,2020-08-06,3393,187,1125,
Colombia,Putumayo,2020-08-06,1294,57,370,
Colombia,Quindio,2020-08-06,476,9,218,
Colombia,Risaralda,2020-08-06,2291,44,932,
Colombia,San Andres y Providencia,2020-08-06,45,0,32,
Colombia,Santander,2020-08-06,5510,185,1831,
Colombia,Sucre,2020-08-06,6984,391,4054,
Colombia,Tolima,2020-08-06,3287,73,1780,
Colombia,Valle del Cauca,2020-08-06,29754,1141,17085,
Colombia,Vaupes,2020-08-06,61,1,59,
Colombia,Vichada,2020-08-06,13,0,1,
Ethiopia,,2020-08-06,20900,365,9027,
Indonesia,,2020-08-06,118753,5521,75645,
Malaysia,,2020-08-06,9038,125,8713,
Colombia,Unknown,2020-08-06,0,0,0,
Colombia,Amazonas,2020-08-07,2565,104,2365,
Colombia,Antioquia,2020-08-07,46834,788,18389,
Colombia,Arauca,2020-08-07,331,7,163,
Colombia,Atlantico,2020-08-07,56801,2649,43527,
Colombia,Bolivar,2020-08-07,19901,616,15346,
Colombia,Boyaca,2020-08-07,1445,33,607,
Colombia,Caldas,2020-08-07,1190,17,411,
Colombia,Capital District,2020-08-07,126488,3481,59566,
Colombia,Caqueta,2020-08-07,2042,50,492,
Colombia,Casanare,2020-08-07,427,6,172,
Colombia,Cauca,2020-08-07,2491,86,1174,
Colombia,Cesar,2020-08-07,4204,83,1942,
Colombia,Choco,2020-08-07,3152,114,2446,
Colombia,Cordoba,2020-08-07,8245,796,3237,
Colombia,Cundinamarca,2020-08-07,11272,304,5897,
Colombia,Guainia,2020-08-07,15,1,13,
Colombia,Guaviare,2020-08-07,126,0,60,
Colombia,Huila,2020-08-07,1363,32,562,
Colombia,La Guajira,2020-08-07,2584,140,1543,
Colombia,Magdalena,2020-08-07,7973,421,4487,
Colombia,Meta,2020-08-07,3602,50,2091,
Colombia,Narino,2020-08-07,9137,312,5562,
Colombia,Norte de Santander,2020-08-07,3863,201,1266,
Colombia,Putumayo,2020-08-07,1356,59,392,
Colombia,Quindio,2020-08-07,480,11,221,
Colombia,Risaralda,2020-08-07,2392,44,957,
Colombia,San Andres y Providencia,2020-08-07,48,0,32,
Colombia,Santander,2020-08-07,5942,200,1916,
Colombia,Sucre,2020-08-07,7119,393,4209,
Colombia,Tolima,2020-08-07,3371,74,1837,
Colombia,Valle del Cauca,2020-08-07,30371,1177,17553,
Colombia,Vaupes,2020-08-07,61,1,59,
Colombia,Vichada,2020-08-07,13,0,1,
Ethiopia,,2020-08-07,21452,380,9415,
Indonesia,,2020-08-07,121226,5593,77557,
Malaysia,,2020-08-07,9063,125,8728,
Colombia,Unknown,2020-08-07,0,0,0,
Colombia,Amazonas,2020-08-08,2584,104,2365,
Colombia,Antioquia,2020-08-08,48342,834,19654,
Colombia,Arauca,2020-08-08,335,8,170,
Colombia,Atlantico,2020-08-08,57525,2669,44207,
Colombia,Bolivar,2020-08-08,20072,619,15666,
Colombia,Boyaca,2020-08-08,1509,34,631,
Colombia,Caldas,2020-08-08,1215,17,421,
Colombia,Capital District,2020-08-08,129975,3578,61188,
Colombia,Caqueta,2020-08-08,2141,54,539,
Colombia,Casanare,2020-08-08,443,6,178,
Colombia,Cauca,2020-08-08,2549,86,1201,
Colombia,Cesar,2020-08-08,4382,90,2002,
Colombia,Choco,2020-08-08,3168,114,2484,
Colombia,Cordoba,2020-08-08,8716,802,3522,
Colombia,Cundinamarca,2020-08-08,11626,312,6143,
Colombia,Guainia,2020-08-08,14,1,13,
Colombia,Guaviare,2020-08-08,128,0,62,
Colombia,Huila,2020-08-08,1470,34,585,
Colombia,La Guajira,2020-08-08,2669,145,1593,
Colombia,Magdalena,2020-08-08,8144,427,4639,
Colombia,Meta,2020-08-08,3737,52,2153,
Colombia,Narino,2020-08-08,9365,323,5723,
Colombia,Norte de Santander,2020-08-08,4302,224,1349,
Colombia,Putumayo,2020-08-08,1379,59,435,
Colombia,Quindio,2020-08-08,496,11,235,
Colombia,Risaralda,2020-08-08,2513,48,995,
Colombia,San Andres y Providencia,2020-08-08,49,0,33,
Colombia,Santander,2020-08-08,6346,222,2030,
Colombia,Sucre,2020-08-08,7230,393,4353,
Colombia,Tolima,2020-08-08,3522,74,1881,
Colombia,Valle del Cauca,2020-08-08,30858,1199,18081,
Colombia,Vaupes,2020-08-08,61,1,59,
Colombia,Vichada,2020-08-08,5,0,1,
Ethiopia,,2020-08-08,22253,390,9707,
Indonesia,,2020-08-08,123503,5658,79306,
Malaysia,,2020-08-08,9070,125,8775,
Colombia,Unknown,2020-08-08,0,0,0,
Colombia,Amazonas,2020-08-09,2599,104,2366,
Colombia,Antioquia,2020-08-09,49947,878,22017,
Colombia,Arauca,2020-08-09,448,8,178,
Colombia,Atlantico,2020-08-09,58184,2680,44999,
Colombia,Bolivar,2020-08-09,20276,623,15992,
Colombia,Boyaca,2020-08-09,1540,37,665,
Colombia,Caldas,2020-08-09,1312,17,434,
Colombia,Capital District,2020-08-09,133423,3668,62758,
Colombia,Caqueta,2020-08-09,2493,59,693,
Colombia,Casanare,2020-08-09,451,7,185,
Colombia,Cauca,2020-08-09,2654,92,1310,
Colombia,Cesar,2020-08-09,4466,97,2062,
Colombia,Choco,2020-08-09,3197,114,2538,
Colombia,Cordoba,2020-08-09,9616,820,3921,
Colombia,Cundinamarca,2020-08-09,11828,320,6520,
Colombia,Guainia,2020-08-09,14,1,13,
Colombia,Guaviare,2020-08-09,149,0,62,
Colombia,Huila,2020-08-09,1614,36,621,
Colombia,La Guajira,2020-08-09,2731,145,1648,
Colombia,Magdalena,2020-08-09,8260,433,4818,
Colombia,Meta,2020-08-09,3919,57,2272,
Colombia,Narino,2020-08-09,9644,335,5864,
Colombia,Norte de Santander,2020-08-09,4684,246,1554,
Colombia,Putumayo,2020-08-09,1422,63,508,
Colombia,Quindio,2020-08-09,510,13,244,
Colombia,Risaralda,2020-08-09,2615,51,1040,
Colombia,San Andres y Providencia,2020-08-09,49,0,33,
Colombia,Santander,2020-08-09,6713,236,2187,
Colombia,Sucre,2020-08-09,7448,395,4512,
Colombia,Tolima,2020-08-09,3568,80,1929,
Colombia,Valle del Cauca,2020-08-09,31641,1226,18685,
Colombia,Vaupes,2020-08-09,61,1,59,
Colombia,Vichada,2020-08-09,5,0,1,
Ethiopia,,2020-08-09,22818,407,10206,
Indonesia,,2020-08-09,125396,5723,80952,
Malaysia,,2020-08-09,9083,125,8784,
Colombia,Unknown,2020-08-09,0,0,0,
Colombia,Amazonas,2020-08-10,2615,104,2382,
Colombia,Antioquia,2020-08-10,52417,903,23671,
Colombia,Arauca,2020-08-10,495,8,182,
Colombia,Atlantico,2020-08-10,58634,2699,45918,
Colombia,Bolivar,2020-08-10,20456,630,16264,
Colombia,Boyaca,2020-08-10,1621,39,704,
Colombia,Caldas,2020-08-10,1383,18,463,
Colombia,Capital District,2020-08-10,136764,3778,65361,
Colombia,Caqueta,2020-08-10,2619,68,762,
Colombia,Casanare,2020-08-10,491,7,195,
Colombia,Cauca,2020-08-10,2681,96,1391,
Colombia,Cesar,2020-08-10,4511,100,2148,
Colombia,Choco,2020-08-10,3265,119,2624,
Colombia,Cordoba,2020-08-10,10361,852,4316,
Colombia,Cundinamarca,2020-08-10,12092,327,6896,
Colombia,Guainia,2020-08-10,14,1,13,
Colombia,Guaviare,2020-08-10,160,0,65,
Colombia,Huila,2020-08-10,1747,42,661,
Colombia,La Guajira,2020-08-10,2787,146,1697,
Colombia,Magdalena,2020-08-10,8547,438,5056,
Colombia,Meta,2020-08-10,4111,57,2339,
Colombia,Narino,2020-08-10,9898,345,6084,
Colombia,Norte de Santander,2020-08-10,4868,262,1734,
Colombia,Putumayo,2020-08-10,1572,63,548,
Colombia,Quindio,2020-08-10,528,13,252,
Colombia,Risaralda,2020-08-10,2704,51,1087,
Colombia,San Andres y Providencia,2020-08-10,51,0,33,
Colombia,Santander,2020-08-10,6958,266,2436,
Colombia,Sucre,2020-08-10,7575,395,4722,
Colombia,Tolima,2020-08-10,3681,84,1970,
Colombia,Valle del Cauca,2020-08-10,31951,1242,19450,
Colombia,Vaupes,2020-08-10,61,1,59,
Colombia,Vichada,2020-08-10,5,0,1,
Ethiopia,,2020-08-10,23591,420,10411,
Indonesia,,2020-08-10,127083,5765,82236,
Malaysia,,2020-08-10,9094,125,8803,
Colombia,Unknown,2020-08-10,0,0,0,
Colombia,Amazonas,2020-08-11,2626,105,2384,
Colombia,Antioquia,2020-08-11,54165,937,24659,
Colombia,Arauca,2020-08-11,509,8,194,
Colombia,Atlantico,2020-08-11,59101,2715,46617,
Colombia,Bolivar,2020-08-11,20705,630,16428,
Colombia,Boyaca,2020-08-11,1685,41,716,
Colombia,Caldas,2020-08-11,1416,20,476,
Colombia,Capital District,2020-08-11,141994,3883,70225,
Colombia,Caqueta,2020-08-11,2794,74,860,
Colombia,Casanare,2020-08-11,503,8,201,
Colombia,Cauca,2020-08-11,2775,98,1427,
Colombia,Cesar,2020-08-11,4786,101,2286,
Colombia,Choco,2020-08-11,3326,120,2647,
Colombia,Cordoba,2020-08-11,11160,874,4667,
Colombia,Cundinamarca,2020-08-11,12329,338,6998,
Colombia,Guainia,2020-08-11,20,1,13,
Colombia,Guaviare,2020-08-11,170,0,68,
Colombia,Huila,2020-08-11,1855,49,677,
Colombia,La Guajira,2020-08-11,2970,150,1743,
Colombia,Magdalena,2020-08-11,8832,445,5160,
Colombia,Meta,2020-08-11,4335,64,2384,
Colombia,Narino,2020-08-11,10122,352,6289,
Colombia,Norte de Santander,2020-08-11,5108,273,2039,
Colombia,Putumayo,2020-08-11,1589,75,569,
Colombia,Quindio,2020-08-11,551,13,258,
Colombia,Risaralda,2020-08-11,2817,53,1143,
Colombia,San Andres y Providencia,2020-08-11,55,0,33,
Colombia,Santander,2020-08-11,7678,289,2563,
Colombia,Sucre,2020-08-11,7739,400,4808,
Colombia,Tolima,2020-08-11,3846,90,2000,
Colombia,Valle del Cauca,2020-08-11,32759,1268,19833,
Colombia,Vaupes,2020-08-11,128,1,60,
Colombia,Vichada,2020-08-11,5,0,2,
Ethiopia,,2020-08-11,24175,440,10696,
Indonesia,,2020-08-11,128776,5824,83710,
Malaysia,,2020-08-11,9103,125,8809,
Colombia,Amazonas,2020-08-12,2641,105,2388,
Colombia,Antioquia,2020-08-12,55820,989,25896,
Colombia,Arauca,2020-08-12,511,9,197,
Colombia,Atlantico,2020-08-12,59383,2726,46990,
Colombia,Bolivar,2020-08-12,20925,635,16679,
Colombia,Boyaca,2020-08-12,1763,43,765,
Colombia,Caldas,2020-08-12,1455,22,511,
Colombia,Capital District,2020-08-12,146109,3998,75551,
Colombia,Caqueta,2020-08-12,2944,82,958,
Colombia,Casanare,2020-08-12,535,9,207,
Colombia,Cauca,2020-08-12,2810,101,1473,
Colombia,Cesar,2020-08-12,4858,104,2327,
Colombia,Choco,2020-08-12,3404,121,2658,
Colombia,Cordoba,2020-08-12,11623,903,5105,
Colombia,Cundinamarca,2020-08-12,13031,353,7186,
Colombia,Guainia,2020-08-12,20,1,13,
Colombia,Guaviare,2020-08-12,176,0,69,
Colombia,Huila,2020-08-12,1998,54,691,
Colombia,La Guajira,2020-08-12,3062,155,1797,
Colombia,Magdalena,2020-08-12,9117,458,5278,
Colombia,Meta,2020-08-12,4583,70,2462,
Colombia,Narino,2020-08-12,10404,362,6363,
Colombia,Norte de Santander,2020-08-12,5492,298,2200,
Colombia,Putumayo,2020-08-12,1638,75,604,
Colombia,Quindio,2020-08-12,558,13,269,
Colombia,Risaralda,2020-08-12,2982,55,1167,
Colombia,San Andres y Providencia,2020-08-12,59,0,34,
Colombia,Santander,2020-08-12,8060,304,2687,
Colombia,Sucre,2020-08-12,7878,402,4924,
Colombia,Tolima,2020-08-12,3952,91,2026,
Colombia,Valle del Cauca,2020-08-12,34585,1298,20248,
Colombia,Vaupes,2020-08-12,137,1,60,
Colombia,Vichada,2020-08-12,6,0,2,
Ethiopia,,2020-08-12,25118,463,11034,
Indonesia,,2020-08-12,130718,5903,85798,
Malaysia,,2020-08-12,9114,125,8817,
Colombia,Amazonas,2020-08-13,2644,105,2391,
Colombia,Antioquia,2020-08-13,57360,1023,27747,
Colombia,Arauca,2020-08-13,550,9,202,
Colombia,Atlantico,2020-08-13,59797,2734,47530,
Colombia,Bolivar,2020-08-13,21090,637,16868,
Colombia,Boyaca,2020-08-13,1861,46,792,
Colombia,Caldas,2020-08-13,1485,22,570,
Colombia,Capital District,2020-08-13,149944,4096,80857,
Colombia,Caqueta,2020-08-13,3068,84,1009,
Colombia,Casanare,2020-08-13,573,9,222,
Colombia,Cauca,2020-08-13,3013,105,1533,
Colombia,Cesar,2020-08-13,5123,106,2475,
Colombia,Choco,2020-08-13,3429,121,2680,
Colombia,Cordoba,2020-08-13,12200,909,5446,
Colombia,Cundinamarca,2020-08-13,13483,378,7492,
Colombia,Guainia,2020-08-13,20,1,13,
Colombia,Guaviare,2020-08-13,176,0,70,
Colombia,Huila,2020-08-13,2130,56,728,
Colombia,La Guajira,2020-08-13,3150,159,1922,
Colombia,Magdalena,2020-08-13,9443,466,5410,
Colombia,Meta,2020-08-13,4688,76,2530,
Colombia,Narino,2020-08-13,10785,373,6515,
Colombia,Norte de Santander,2020-08-13,5899,328,2379,
Colombia,Putumayo,2020-08-13,1700,77,666,
Colombia,Quindio,2020-08-13,574,15,278,
Colombia,Risaralda,2020-08-13,3177,56,1202,
Colombia,San Andres y Providencia,2020-08-13,63,0,34,
Colombia,Santander,2020-08-13,8578,329,2812,
Colombia,Sucre,2020-08-13,8128,409,5088,
Colombia,Tolima,2020-08-13,4096,94,2082,
Colombia,Valle del Cauca,2020-08-13,35435,1321,20889,
Colombia,Vaupes,2020-08-13,137,1,60,
Colombia,Vichada,2020-08-13,6,0,2,
Ethiopia,,2020-08-13,26204,479,11428,
Indonesia,,2020-08-13,132816,5968,87558,
Malaysia,,2020-08-13,9129,125,8821,
Colombia,Amazonas,2020-08-14,2649,106,2401,
Colombia,Antioquia,2020-08-14,59122,1066,29781,
Colombia,Arauca,2020-08-14,556,10,214,
Colombia,Atlantico,2020-08-14,60134,2750,48673,
Colombia,Bolivar,2020-08-14,21325,642,17262,
Colombia,Boyaca,2020-08-14,1959,50,825,
Colombia,Caldas,2020-08-14,1547,23,627,
Colombia,Capital District,2020-08-14,154452,4172,84153,
Colombia,Caqueta,2020-08-14,3328,91,1155,
Colombia,Casanare,2020-08-14,593,11,241,
Colombia,Cauca,2020-08-14,3153,111,1648,
Colombia,Cesar,2020-08-14,5297,113,2622,
Colombia,Choco,2020-08-14,3430,122,2712,
Colombia,Cordoba,2020-08-14,12587,928,5809,
Colombia,Cundinamarca,2020-08-14,13863,393,7864,
Colombia,Guainia,2020-08-14,14,1,13,
Colombia,Guaviare,2020-08-14,193,0,88,
Colombia,Huila,2020-08-14,2184,59,780,
Colombia,La Guajira,2020-08-14,3225,163,1984,
Colombia,Magdalena,2020-08-14,9725,479,5686,
Colombia,Meta,2020-08-14,4809,81,2692,
Colombia,Narino,2020-08-14,10963,392,6837,
Colombia,Norte de Santander,2020-08-14,6157,353,2560,
Colombia,Putumayo,2020-08-14,1840,83,725,
Colombia,Quindio,2020-08-14,631,16,290,
Colombia,Risaralda,2020-08-14,3321,61,1316,
Colombia,San Andres y Providencia,2020-08-14,75,0,34,
Colombia,Santander,2020-08-14,9239,352,3107,
Colombia,Sucre,2020-08-14,8232,412,5280,
Colombia,Tolima,2020-08-14,4194,96,2188,
Colombia,Valle del Cauca,2020-08-14,36171,1355,21664,
Colombia,Vaupes,2020-08-14,137,1,60,
Colombia,Vichada,2020-08-14,6,0,2,
Ethiopia,,2020-08-14,27242,492,11660,
Indonesia,,2020-08-14,135123,6021,89618,
Malaysia,,2020-08-14,9149,125,8828,
Colombia,Amazonas,2020-08-15,2654,107,2404,
Colombia,Antioquia,2020-08-15,60873,1121,32702,
Colombia,Arauca,2020-08-15,560,10,225,
Colombia,Atlantico,2020-08-15,60542,2756,49508,
Colombia,Bolivar,2020-08-15,21593,644,17697,
Colombia,Boyaca,2020-08-15,2063,52,875,
Colombia,Caldas,2020-08-15,1599,24,721,
Colombia,Capital District,2020-08-15,158674,4269,87444,
Colombia,Caqueta,2020-08-15,3511,100,1307,
Colombia,Casanare,2020-08-15,613,12,266,
Colombia,Cauca,2020-08-15,3222,112,1732,
Colombia,Cesar,2020-08-15,5452,117,2748,
Colombia,Choco,2020-08-15,3439,123,2768,
Colombia,Cordoba,2020-08-15,13231,936,6227,
Colombia,Cundinamarca,2020-08-15,14572,413,8295,
Colombia,Guainia,2020-08-15,14,1,13,
Colombia,Guaviare,2020-08-15,193,0,97,
Colombia,Huila,2020-08-15,2343,60,875,
Colombia,La Guajira,2020-08-15,3379,166,2043,
Colombia,Magdalena,2020-08-15,9915,498,6037,
Colombia,Meta,2020-08-15,5014,88,2818,
Colombia,Narino,2020-08-15,11273,400,7105,
Colombia,Norte de Santander,2020-08-15,6500,368,2800,
Colombia,Putumayo,2020-08-15,1884,89,792,
Colombia,Quindio,2020-08-15,649,18,310,
Colombia,Risaralda,2020-08-15,3475,62,1410,
Colombia,San Andres y Providencia,2020-08-15,82,0,38,
Colombia,Santander,2020-08-15,9608,378,3417,
Colombia,Sucre,2020-08-15,8443,413,5512,
Colombia,Tolima,2020-08-15,4327,98,2263,
Colombia,Valle del Cauca,2020-08-15,36847,1374,23906,
Colombia,Vaupes,2020-08-15,139,1,60,
Colombia,Vichada,2020-08-15,6,0,5,
Ethiopia,,2020-08-15,28894,509,12037,
Indonesia,,2020-08-15,137468,6071,91321,
Malaysia,,2020-08-15,9175,125,8831,
Colombia,Amazonas,2020-08-16,2661,107,2419,
Colombia,Antioquia,2020-08-16,62232,1161,35264,
Colombia,Arauca,2020-08-16,610,10,245,
Colombia,Atlantico,2020-08-16,60832,2765,50182,
Colombia,Bolivar,2020-08-16,21775,644,17947,
Colombia,Boyaca,2020-08-16,2174,54,946,
Colombia,Caldas,2020-08-16,1658,24,802,
Colombia,Capital District,2020-08-16,163295,4358,92318,
Colombia,Caqueta,2020-08-16,3750,103,1520,
Colombia,Casanare,2020-08-16,655,13,287,
Colombia,Cauca,2020-08-16,3300,114,1819,
Colombia,Cesar,2020-08-16,5732,124,2884,
Colombia,Choco,2020-08-16,3468,123,2829,
Colombia,Cordoba,2020-08-16,13916,949,6558,
Colombia,Cundinamarca,2020-08-16,15180,430,8843,
Colombia,Guainia,2020-08-16,15,1,13,
Colombia,Guaviare,2020-08-16,196,0,103,
Colombia,Huila,2020-08-16,2513,67,957,
Colombia,La Guajira,2020-08-16,3508,170,2135,
Colombia,Magdalena,2020-08-16,10179,505,6329,
Colombia,Meta,2020-08-16,5227,92,2977,
Colombia,Narino,2020-08-16,11462,409,7354,
Colombia,Norte de Santander,2020-08-16,6780,386,3080,
Colombia,Putumayo,2020-08-16,1955,89,864,
Colombia,Quindio,2020-08-16,670,18,325,
Colombia,Risaralda,2020-08-16,3592,62,1498,
Colombia,San Andres y Providencia,2020-08-16,92,0,40,
Colombia,Santander,2020-08-16,10018,397,3747,
Colombia,Sucre,2020-08-16,8714,419,5784,
Colombia,Tolima,2020-08-16,4512,101,2376,
Colombia,Valle del Cauca,2020-08-16,37515,1401,24926,
Colombia,Vaupes,2020-08-16,140,1,60,
Colombia,Vichada,2020-08-16,6,0,5,
Ethiopia,,2020-08-16,29876,528,12359,
Indonesia,,2020-08-16,139549,6150,93103,
Malaysia,,2020-08-16,9200,125,8859,
Colombia,Amazonas,2020-08-17,2662,107,2429,
Colombia,Antioquia,2020-08-17,63266,1201,37954,
Colombia,Arauca,2020-08-17,612,11,311,
Colombia,Atlantico,2020-08-17,61074,2774,51004,
Colombia,Bolivar,2020-08-17,21865,644,18225,
Colombia,Boyaca,2020-08-17,2249,54,1047,
Colombia,Caldas,2020-08-17,1686,24,869,
Colombia,Capital District,2020-08-17,166685,4424,97193,
Colombia,Caqueta,2020-08-17,3922,113,1721,
Colombia,Casanare,2020-08-17,670,13,302,
Colombia,Cauca,2020-08-17,3334,120,1929,
Colombia,Cesar,2020-08-17,5891,130,3111,
Colombia,Choco,2020-08-17,3494,123,2868,
Colombia,Cordoba,2020-08-17,14557,963,7126,
Colombia,Cundinamarca,2020-08-17,15578,439,9347,
Colombia,Guainia,2020-08-17,16,2,13,
Colombia,Guaviare,2020-08-17,197,0,126,
Colombia,Huila,2020-08-17,2688,69,1063,
Colombia,La Guajira,2020-08-17,3596,175,2228,
Colombia,Magdalena,2020-08-17,10305,522,6578,
Colombia,Meta,2020-08-17,5343,100,3191,
Colombia,Narino,2020-08-17,11578,414,7668,
Colombia,Norte de Santander,2020-08-17,7051,402,3358,
Colombia,Putumayo,2020-08-17,2062,92,923,
Colombia,Quindio,2020-08-17,677,18,346,
Colombia,Risaralda,2020-08-17,3644,65,1644,
Colombia,San Andres y Providencia,2020-08-17,109,0,41,
Colombia,Santander,2020-08-17,10247,426,4190,
Colombia,Sucre,2020-08-17,8797,422,6005,
Colombia,Tolima,2020-08-17,4714,104,2494,
Colombia,Valle del Cauca,2020-08-17,37938,1420,26155,
Colombia,Vaupes,2020-08-17,141,1,61,
Colombia,Vichada,2020-08-17,12,0,5,
Ethiopia,,2020-08-17,31336,544,12524,
Indonesia,,2020-08-17,141370,6207,94458,
Malaysia,,2020-08-17,9212,125,8876,
Colombia,Amazonas,2020-08-18,2669,107,2437,
Colombia,Antioquia,2020-08-18,64679,1226,39880,
Colombia,Arauca,2020-08-18,678,11,319,
Colombia,Atlantico,2020-08-18,61571,2783,51656,
Colombia,Bolivar,2020-08-18,22244,648,18442,
Colombia,Boyaca,2020-08-18,2369,55,1090,
Colombia,Caldas,2020-08-18,1737,27,921,
Colombia,Capital District,2020-08-18,171312,4494,101852,
Colombia,Caqueta,2020-08-18,4129,120,1791,
Colombia,Casanare,2020-08-18,691,14,327,
Colombia,Cauca,2020-08-18,3435,123,1986,
Colombia,Cesar,2020-08-18,6060,136,3308,
Colombia,Choco,2020-08-18,3524,124,2876,
Colombia,Cordoba,2020-08-18,15181,972,7504,
Colombia,Cundinamarca,2020-08-18,16290,451,9595,
Colombia,Guainia,2020-08-18,20,2,13,
Colombia,Guaviare,2020-08-18,198,0,127,
Colombia,Huila,2020-08-18,2845,72,1137,
Colombia,La Guajira,2020-08-18,3751,178,2282,
Colombia,Magdalena,2020-08-18,10549,529,6698,
Colombia,Meta,2020-08-18,5653,108,3269,
Colombia,Narino,2020-08-18,11763,421,7894,
Colombia,Norte de Santander,2020-08-18,7293,415,3579,
Colombia,Putumayo,2020-08-18,2181,99,1047,
Colombia,Quindio,2020-08-18,697,18,368,
Colombia,Risaralda,2020-08-18,3720,67,1743,
Colombia,San Andres y Providencia,2020-08-18,100,0,41,
Colombia,Santander,2020-08-18,10702,437,4487,
Colombia,Sucre,2020-08-18,9015,424,6174,
Colombia,Tolima,2020-08-18,4878,112,2727,
Colombia,Valle del Cauca,2020-08-18,39020,1445,26686,
Colombia,Vaupes,2020-08-18,154,1,62,
Colombia,Vichada,2020-08-18,14,0,5,
Ethiopia,,2020-08-18,32722,572,12938,
Indonesia,,2020-08-18,143043,6277,96306,
Malaysia,,2020-08-18,9219,125,8902,
Colombia,Amazonas,2020-08-19,2673,107,2467,
Colombia,Antioquia,2020-08-19,66206,1270,42789,
Colombia,Arauca,2020-08-19,699,11,342,
Colombia,Atlantico,2020-08-19,62009,2798,52278,
Colombia,Bolivar,2020-08-19,22485,651,18752,
Colombia,Boyaca,2020-08-19,2441,56,1177,
Colombia,Caldas,2020-08-19,1825,28,1015,
Colombia,Capital District,2020-08-19,176336,4587,106822,
Colombia,Caqueta,2020-08-19,4339,131,2014,
Colombia,Casanare,2020-08-19,745,16,350,
Colombia,Cauca,2020-08-19,3512,123,2100,
Colombia,Cesar,2020-08-19,6439,139,3526,
Colombia,Choco,2020-08-19,3547,125,2924,
Colombia,Cordoba,2020-08-19,15786,1017,7878,
Colombia,Cundinamarca,2020-08-19,16959,468,10176,
Colombia,Guainia,2020-08-19,20,2,13,
Colombia,Guaviare,2020-08-19,198,0,134,
Colombia,Huila,2020-08-19,3040,77,1245,
Colombia,La Guajira,2020-08-19,3891,186,2362,
Colombia,Magdalena,2020-08-19,10666,554,7021,
Colombia,Meta,2020-08-19,5916,111,3450,
Colombia,Narino,2020-08-19,11875,426,8211,
Colombia,Norte de Santander,2020-08-19,7501,439,3850,
Colombia,Putumayo,2020-08-19,2207,103,1174,
Colombia,Quindio,2020-08-19,721,19,392,
Colombia,Risaralda,2020-08-19,3951,68,1912,
Colombia,San Andres y Providencia,2020-08-19,112,0,42,
Colombia,Santander,2020-08-19,11332,454,5024,
Colombia,Sucre,2020-08-19,9440,429,6398,
Colombia,Tolima,2020-08-19,5057,118,2826,
Colombia,Valle del Cauca,2020-08-19,40073,1465,27567,
Colombia,Vaupes,2020-08-19,163,1,62,
Colombia,Vichada,2020-08-19,14,0,5,
Ethiopia,,2020-08-19,34058,600,13308,
Indonesia,,2020-08-19,144945,6346,98657,
Malaysia,,2020-08-19,9235,125,8925,
Colombia,Amazonas,2020-08-20,2677,107,2487,
Colombia,Antioquia,2020-08-20,67033,1293,45345,
Colombia,Arauca,2020-08-20,747,11,367,
Colombia,Atlantico,2020-08-20,62271,2806,53204,
Colombia,Bolivar,2020-08-20,22615,656,19242,
Colombia,Boyaca,2020-08-20,2627,56,1235,
Colombia,Caldas,2020-08-20,2024,28,1051,
Colombia,Capital District,2020-08-20,179540,4647,109655,
Colombia,Caqueta,2020-08-20,4428,135,2260,
Colombia,Casanare,2020-08-20,780,17,385,
Colombia,Cauca,2020-08-20,3703,123,2191,
Colombia,Cesar,2020-08-20,6968,146,3650,
Colombia,Choco,2020-08-20,3571,125,3002,
Colombia,Cordoba,2020-08-20,16351,1041,9041,
Colombia,Cundinamarca,2020-08-20,18127,472,10643,
Colombia,Guainia,2020-08-20,28,2,13,
Colombia,Guaviare,2020-08-20,205,0,157,
Colombia,Huila,2020-08-20,3148,78,1429,
Colombia,La Guajira,2020-08-20,4006,188,2504,
